Name,Team,Position,Height(inches),Weight(lbs),Age,code,Team,Payroll(millions),Wins
Jose Molina, ANA, Catcher,74,220,31.74,WAS,Nationals,81.34,98
Jose Molina, ANA, Catcher,74,220,31.74,CIN,Reds,82.2,97
Jose Molina, ANA, Catcher,74,220,31.74,NYY,Yankees,197.96,95
Jose Molina, ANA, Catcher,74,220,31.74,SF,Giants,117.62,94
Jose Molina, ANA, Catcher,74,220,31.74,ATL,Braves,83.31,94
Jose Molina, ANA, Catcher,74,220,31.74,OAK,Athletics,55.37,94
Jose Molina, ANA, Catcher,74,220,31.74,TEX,Rangers,120.51,93
Jose Molina, ANA, Catcher,74,220,31.74,BAL,Orioles,81.43,93
Jose Molina, ANA, Catcher,74,220,31.74,TB,Rays,64.17,90
Jose Molina, ANA, Catcher,74,220,31.74,ANA,Angels,154.49,89
Jose Molina, ANA, Catcher,74,220,31.74,DET,Tigers,132.3,88
Jose Molina, ANA, Catcher,74,220,31.74,STL,Cardinals,110.3,88
Jose Molina, ANA, Catcher,74,220,31.74,LA,Dodgers,95.14,86
Jose Molina, ANA, Catcher,74,220,31.74,CWS,White Sox,96.92,85
Jose Molina, ANA, Catcher,74,220,31.74,MLW,Brewers,97.65,83
Jose Molina, ANA, Catcher,74,220,31.74,PHI,Phillies,174.54,81
Jose Molina, ANA, Catcher,74,220,31.74,ARZ,Diamondbacks,74.28,81
Jose Molina, ANA, Catcher,74,220,31.74,PIT,Pirates,63.43,79
Jose Molina, ANA, Catcher,74,220,31.74,SD,Padres,55.24,76
Jose Molina, ANA, Catcher,74,220,31.74,SEA,Mariners,81.97,75
Jose Molina, ANA, Catcher,74,220,31.74,NYM,Mets,93.35,74
Jose Molina, ANA, Catcher,74,220,31.74,TOR,Blue Jays,75.48,73
Jose Molina, ANA, Catcher,74,220,31.74,KC,Royals,60.91,72
Jose Molina, ANA, Catcher,74,220,31.74,FLA,Marlins,118.07,69
Jose Molina, ANA, Catcher,74,220,31.74,BOS,Red Sox,173.18,69
Jose Molina, ANA, Catcher,74,220,31.74,CLE,Indians,78.43,68
Jose Molina, ANA, Catcher,74,220,31.74,MIN,Twins,94.08,66
Jose Molina, ANA, Catcher,74,220,31.74,COL,Rockies,78.06,64
Jose Molina, ANA, Catcher,74,220,31.74,CHC,Cubs,88.19,61
Jose Molina, ANA, Catcher,74,220,31.74,HOU,Astros,60.65,55
Brian McCann, ATL, Catcher,75,210,23.03,WAS,Nationals,81.34,98
Brian McCann, ATL, Catcher,75,210,23.03,CIN,Reds,82.2,97
Brian McCann, ATL, Catcher,75,210,23.03,NYY,Yankees,197.96,95
Brian McCann, ATL, Catcher,75,210,23.03,SF,Giants,117.62,94
Brian McCann, ATL, Catcher,75,210,23.03,ATL,Braves,83.31,94
Brian McCann, ATL, Catcher,75,210,23.03,OAK,Athletics,55.37,94
Brian McCann, ATL, Catcher,75,210,23.03,TEX,Rangers,120.51,93
Brian McCann, ATL, Catcher,75,210,23.03,BAL,Orioles,81.43,93
Brian McCann, ATL, Catcher,75,210,23.03,TB,Rays,64.17,90
Brian McCann, ATL, Catcher,75,210,23.03,ANA,Angels,154.49,89
Brian McCann, ATL, Catcher,75,210,23.03,DET,Tigers,132.3,88
Brian McCann, ATL, Catcher,75,210,23.03,STL,Cardinals,110.3,88
Brian McCann, ATL, Catcher,75,210,23.03,LA,Dodgers,95.14,86
Brian McCann, ATL, Catcher,75,210,23.03,CWS,White Sox,96.92,85
Brian McCann, ATL, Catcher,75,210,23.03,MLW,Brewers,97.65,83
Brian McCann, ATL, Catcher,75,210,23.03,PHI,Phillies,174.54,81
Brian McCann, ATL, Catcher,75,210,23.03,ARZ,Diamondbacks,74.28,81
Brian McCann, ATL, Catcher,75,210,23.03,PIT,Pirates,63.43,79
Brian McCann, ATL, Catcher,75,210,23.03,SD,Padres,55.24,76
Brian McCann, ATL, Catcher,75,210,23.03,SEA,Mariners,81.97,75
Brian McCann, ATL, Catcher,75,210,23.03,NYM,Mets,93.35,74
Brian McCann, ATL, Catcher,75,210,23.03,TOR,Blue Jays,75.48,73
Brian McCann, ATL, Catcher,75,210,23.03,KC,Royals,60.91,72
Brian McCann, ATL, Catcher,75,210,23.03,FLA,Marlins,118.07,69
Brian McCann, ATL, Catcher,75,210,23.03,BOS,Red Sox,173.18,69
Brian McCann, ATL, Catcher,75,210,23.03,CLE,Indians,78.43,68
Brian McCann, ATL, Catcher,75,210,23.03,MIN,Twins,94.08,66
Brian McCann, ATL, Catcher,75,210,23.03,COL,Rockies,78.06,64
Brian McCann, ATL, Catcher,75,210,23.03,CHC,Cubs,88.19,61
Brian McCann, ATL, Catcher,75,210,23.03,HOU,Astros,60.65,55
George Kottaras, BOS, Catcher,72,180,23.79,WAS,Nationals,81.34,98
George Kottaras, BOS, Catcher,72,180,23.79,CIN,Reds,82.2,97
George Kottaras, BOS, Catcher,72,180,23.79,NYY,Yankees,197.96,95
George Kottaras, BOS, Catcher,72,180,23.79,SF,Giants,117.62,94
George Kottaras, BOS, Catcher,72,180,23.79,ATL,Braves,83.31,94
George Kottaras, BOS, Catcher,72,180,23.79,OAK,Athletics,55.37,94
George Kottaras, BOS, Catcher,72,180,23.79,TEX,Rangers,120.51,93
George Kottaras, BOS, Catcher,72,180,23.79,BAL,Orioles,81.43,93
George Kottaras, BOS, Catcher,72,180,23.79,TB,Rays,64.17,90
George Kottaras, BOS, Catcher,72,180,23.79,ANA,Angels,154.49,89
George Kottaras, BOS, Catcher,72,180,23.79,DET,Tigers,132.3,88
George Kottaras, BOS, Catcher,72,180,23.79,STL,Cardinals,110.3,88
George Kottaras, BOS, Catcher,72,180,23.79,LA,Dodgers,95.14,86
George Kottaras, BOS, Catcher,72,180,23.79,CWS,White Sox,96.92,85
George Kottaras, BOS, Catcher,72,180,23.79,MLW,Brewers,97.65,83
George Kottaras, BOS, Catcher,72,180,23.79,PHI,Phillies,174.54,81
George Kottaras, BOS, Catcher,72,180,23.79,ARZ,Diamondbacks,74.28,81
George Kottaras, BOS, Catcher,72,180,23.79,PIT,Pirates,63.43,79
George Kottaras, BOS, Catcher,72,180,23.79,SD,Padres,55.24,76
George Kottaras, BOS, Catcher,72,180,23.79,SEA,Mariners,81.97,75
George Kottaras, BOS, Catcher,72,180,23.79,NYM,Mets,93.35,74
George Kottaras, BOS, Catcher,72,180,23.79,TOR,Blue Jays,75.48,73
George Kottaras, BOS, Catcher,72,180,23.79,KC,Royals,60.91,72
George Kottaras, BOS, Catcher,72,180,23.79,FLA,Marlins,118.07,69
George Kottaras, BOS, Catcher,72,180,23.79,BOS,Red Sox,173.18,69
George Kottaras, BOS, Catcher,72,180,23.79,CLE,Indians,78.43,68
George Kottaras, BOS, Catcher,72,180,23.79,MIN,Twins,94.08,66
George Kottaras, BOS, Catcher,72,180,23.79,COL,Rockies,78.06,64
George Kottaras, BOS, Catcher,72,180,23.79,CHC,Cubs,88.19,61
George Kottaras, BOS, Catcher,72,180,23.79,HOU,Astros,60.65,55
David Ross, CIN, Catcher,74,205,29.95,WAS,Nationals,81.34,98
David Ross, CIN, Catcher,74,205,29.95,CIN,Reds,82.2,97
David Ross, CIN, Catcher,74,205,29.95,NYY,Yankees,197.96,95
David Ross, CIN, Catcher,74,205,29.95,SF,Giants,117.62,94
David Ross, CIN, Catcher,74,205,29.95,ATL,Braves,83.31,94
David Ross, CIN, Catcher,74,205,29.95,OAK,Athletics,55.37,94
David Ross, CIN, Catcher,74,205,29.95,TEX,Rangers,120.51,93
David Ross, CIN, Catcher,74,205,29.95,BAL,Orioles,81.43,93
David Ross, CIN, Catcher,74,205,29.95,TB,Rays,64.17,90
David Ross, CIN, Catcher,74,205,29.95,ANA,Angels,154.49,89
David Ross, CIN, Catcher,74,205,29.95,DET,Tigers,132.3,88
David Ross, CIN, Catcher,74,205,29.95,STL,Cardinals,110.3,88
David Ross, CIN, Catcher,74,205,29.95,LA,Dodgers,95.14,86
David Ross, CIN, Catcher,74,205,29.95,CWS,White Sox,96.92,85
David Ross, CIN, Catcher,74,205,29.95,MLW,Brewers,97.65,83
David Ross, CIN, Catcher,74,205,29.95,PHI,Phillies,174.54,81
David Ross, CIN, Catcher,74,205,29.95,ARZ,Diamondbacks,74.28,81
David Ross, CIN, Catcher,74,205,29.95,PIT,Pirates,63.43,79
David Ross, CIN, Catcher,74,205,29.95,SD,Padres,55.24,76
David Ross, CIN, Catcher,74,205,29.95,SEA,Mariners,81.97,75
David Ross, CIN, Catcher,74,205,29.95,NYM,Mets,93.35,74
David Ross, CIN, Catcher,74,205,29.95,TOR,Blue Jays,75.48,73
David Ross, CIN, Catcher,74,205,29.95,KC,Royals,60.91,72
David Ross, CIN, Catcher,74,205,29.95,FLA,Marlins,118.07,69
David Ross, CIN, Catcher,74,205,29.95,BOS,Red Sox,173.18,69
David Ross, CIN, Catcher,74,205,29.95,CLE,Indians,78.43,68
David Ross, CIN, Catcher,74,205,29.95,MIN,Twins,94.08,66
David Ross, CIN, Catcher,74,205,29.95,COL,Rockies,78.06,64
David Ross, CIN, Catcher,74,205,29.95,CHC,Cubs,88.19,61
David Ross, CIN, Catcher,74,205,29.95,HOU,Astros,60.65,55
A.J. Pierzynski, CWS, Catcher,75,245,30.17,WAS,Nationals,81.34,98
A.J. Pierzynski, CWS, Catcher,75,245,30.17,CIN,Reds,82.2,97
A.J. Pierzynski, CWS, Catcher,75,245,30.17,NYY,Yankees,197.96,95
A.J. Pierzynski, CWS, Catcher,75,245,30.17,SF,Giants,117.62,94
A.J. Pierzynski, CWS, Catcher,75,245,30.17,ATL,Braves,83.31,94
A.J. Pierzynski, CWS, Catcher,75,245,30.17,OAK,Athletics,55.37,94
A.J. Pierzynski, CWS, Catcher,75,245,30.17,TEX,Rangers,120.51,93
A.J. Pierzynski, CWS, Catcher,75,245,30.17,BAL,Orioles,81.43,93
A.J. Pierzynski, CWS, Catcher,75,245,30.17,TB,Rays,64.17,90
A.J. Pierzynski, CWS, Catcher,75,245,30.17,ANA,Angels,154.49,89
A.J. Pierzynski, CWS, Catcher,75,245,30.17,DET,Tigers,132.3,88
A.J. Pierzynski, CWS, Catcher,75,245,30.17,STL,Cardinals,110.3,88
A.J. Pierzynski, CWS, Catcher,75,245,30.17,LA,Dodgers,95.14,86
A.J. Pierzynski, CWS, Catcher,75,245,30.17,CWS,White Sox,96.92,85
A.J. Pierzynski, CWS, Catcher,75,245,30.17,MLW,Brewers,97.65,83
A.J. Pierzynski, CWS, Catcher,75,245,30.17,PHI,Phillies,174.54,81
A.J. Pierzynski, CWS, Catcher,75,245,30.17,ARZ,Diamondbacks,74.28,81
A.J. Pierzynski, CWS, Catcher,75,245,30.17,PIT,Pirates,63.43,79
A.J. Pierzynski, CWS, Catcher,75,245,30.17,SD,Padres,55.24,76
A.J. Pierzynski, CWS, Catcher,75,245,30.17,SEA,Mariners,81.97,75
A.J. Pierzynski, CWS, Catcher,75,245,30.17,NYM,Mets,93.35,74
A.J. Pierzynski, CWS, Catcher,75,245,30.17,TOR,Blue Jays,75.48,73
A.J. Pierzynski, CWS, Catcher,75,245,30.17,KC,Royals,60.91,72
A.J. Pierzynski, CWS, Catcher,75,245,30.17,FLA,Marlins,118.07,69
A.J. Pierzynski, CWS, Catcher,75,245,30.17,BOS,Red Sox,173.18,69
A.J. Pierzynski, CWS, Catcher,75,245,30.17,CLE,Indians,78.43,68
A.J. Pierzynski, CWS, Catcher,75,245,30.17,MIN,Twins,94.08,66
A.J. Pierzynski, CWS, Catcher,75,245,30.17,COL,Rockies,78.06,64
A.J. Pierzynski, CWS, Catcher,75,245,30.17,CHC,Cubs,88.19,61
A.J. Pierzynski, CWS, Catcher,75,245,30.17,HOU,Astros,60.65,55
Brad Ausmus, HOU, Catcher,71,190,37.88,WAS,Nationals,81.34,98
Brad Ausmus, HOU, Catcher,71,190,37.88,CIN,Reds,82.2,97
Brad Ausmus, HOU, Catcher,71,190,37.88,NYY,Yankees,197.96,95
Brad Ausmus, HOU, Catcher,71,190,37.88,SF,Giants,117.62,94
Brad Ausmus, HOU, Catcher,71,190,37.88,ATL,Braves,83.31,94
Brad Ausmus, HOU, Catcher,71,190,37.88,OAK,Athletics,55.37,94
Brad Ausmus, HOU, Catcher,71,190,37.88,TEX,Rangers,120.51,93
Brad Ausmus, HOU, Catcher,71,190,37.88,BAL,Orioles,81.43,93
Brad Ausmus, HOU, Catcher,71,190,37.88,TB,Rays,64.17,90
Brad Ausmus, HOU, Catcher,71,190,37.88,ANA,Angels,154.49,89
Brad Ausmus, HOU, Catcher,71,190,37.88,DET,Tigers,132.3,88
Brad Ausmus, HOU, Catcher,71,190,37.88,STL,Cardinals,110.3,88
Brad Ausmus, HOU, Catcher,71,190,37.88,LA,Dodgers,95.14,86
Brad Ausmus, HOU, Catcher,71,190,37.88,CWS,White Sox,96.92,85
Brad Ausmus, HOU, Catcher,71,190,37.88,MLW,Brewers,97.65,83
Brad Ausmus, HOU, Catcher,71,190,37.88,PHI,Phillies,174.54,81
Brad Ausmus, HOU, Catcher,71,190,37.88,ARZ,Diamondbacks,74.28,81
Brad Ausmus, HOU, Catcher,71,190,37.88,PIT,Pirates,63.43,79
Brad Ausmus, HOU, Catcher,71,190,37.88,SD,Padres,55.24,76
Brad Ausmus, HOU, Catcher,71,190,37.88,SEA,Mariners,81.97,75
Brad Ausmus, HOU, Catcher,71,190,37.88,NYM,Mets,93.35,74
Brad Ausmus, HOU, Catcher,71,190,37.88,TOR,Blue Jays,75.48,73
Brad Ausmus, HOU, Catcher,71,190,37.88,KC,Royals,60.91,72
Brad Ausmus, HOU, Catcher,71,190,37.88,FLA,Marlins,118.07,69
Brad Ausmus, HOU, Catcher,71,190,37.88,BOS,Red Sox,173.18,69
Brad Ausmus, HOU, Catcher,71,190,37.88,CLE,Indians,78.43,68
Brad Ausmus, HOU, Catcher,71,190,37.88,MIN,Twins,94.08,66
Brad Ausmus, HOU, Catcher,71,190,37.88,COL,Rockies,78.06,64
Brad Ausmus, HOU, Catcher,71,190,37.88,CHC,Cubs,88.19,61
Brad Ausmus, HOU, Catcher,71,190,37.88,HOU,Astros,60.65,55
Russell Martin, LA, Catcher,71,202,24.04,WAS,Nationals,81.34,98
Russell Martin, LA, Catcher,71,202,24.04,CIN,Reds,82.2,97
Russell Martin, LA, Catcher,71,202,24.04,NYY,Yankees,197.96,95
Russell Martin, LA, Catcher,71,202,24.04,SF,Giants,117.62,94
Russell Martin, LA, Catcher,71,202,24.04,ATL,Braves,83.31,94
Russell Martin, LA, Catcher,71,202,24.04,OAK,Athletics,55.37,94
Russell Martin, LA, Catcher,71,202,24.04,TEX,Rangers,120.51,93
Russell Martin, LA, Catcher,71,202,24.04,BAL,Orioles,81.43,93
Russell Martin, LA, Catcher,71,202,24.04,TB,Rays,64.17,90
Russell Martin, LA, Catcher,71,202,24.04,ANA,Angels,154.49,89
Russell Martin, LA, Catcher,71,202,24.04,DET,Tigers,132.3,88
Russell Martin, LA, Catcher,71,202,24.04,STL,Cardinals,110.3,88
Russell Martin, LA, Catcher,71,202,24.04,LA,Dodgers,95.14,86
Russell Martin, LA, Catcher,71,202,24.04,CWS,White Sox,96.92,85
Russell Martin, LA, Catcher,71,202,24.04,MLW,Brewers,97.65,83
Russell Martin, LA, Catcher,71,202,24.04,PHI,Phillies,174.54,81
Russell Martin, LA, Catcher,71,202,24.04,ARZ,Diamondbacks,74.28,81
Russell Martin, LA, Catcher,71,202,24.04,PIT,Pirates,63.43,79
Russell Martin, LA, Catcher,71,202,24.04,SD,Padres,55.24,76
Russell Martin, LA, Catcher,71,202,24.04,SEA,Mariners,81.97,75
Russell Martin, LA, Catcher,71,202,24.04,NYM,Mets,93.35,74
Russell Martin, LA, Catcher,71,202,24.04,TOR,Blue Jays,75.48,73
Russell Martin, LA, Catcher,71,202,24.04,KC,Royals,60.91,72
Russell Martin, LA, Catcher,71,202,24.04,FLA,Marlins,118.07,69
Russell Martin, LA, Catcher,71,202,24.04,BOS,Red Sox,173.18,69
Russell Martin, LA, Catcher,71,202,24.04,CLE,Indians,78.43,68
Russell Martin, LA, Catcher,71,202,24.04,MIN,Twins,94.08,66
Russell Martin, LA, Catcher,71,202,24.04,COL,Rockies,78.06,64
Russell Martin, LA, Catcher,71,202,24.04,CHC,Cubs,88.19,61
Russell Martin, LA, Catcher,71,202,24.04,HOU,Astros,60.65,55
Mike Rivera, MLW, Catcher,72,210,30.48,WAS,Nationals,81.34,98
Mike Rivera, MLW, Catcher,72,210,30.48,CIN,Reds,82.2,97
Mike Rivera, MLW, Catcher,72,210,30.48,NYY,Yankees,197.96,95
Mike Rivera, MLW, Catcher,72,210,30.48,SF,Giants,117.62,94
Mike Rivera, MLW, Catcher,72,210,30.48,ATL,Braves,83.31,94
Mike Rivera, MLW, Catcher,72,210,30.48,OAK,Athletics,55.37,94
Mike Rivera, MLW, Catcher,72,210,30.48,TEX,Rangers,120.51,93
Mike Rivera, MLW, Catcher,72,210,30.48,BAL,Orioles,81.43,93
Mike Rivera, MLW, Catcher,72,210,30.48,TB,Rays,64.17,90
Mike Rivera, MLW, Catcher,72,210,30.48,ANA,Angels,154.49,89
Mike Rivera, MLW, Catcher,72,210,30.48,DET,Tigers,132.3,88
Mike Rivera, MLW, Catcher,72,210,30.48,STL,Cardinals,110.3,88
Mike Rivera, MLW, Catcher,72,210,30.48,LA,Dodgers,95.14,86
Mike Rivera, MLW, Catcher,72,210,30.48,CWS,White Sox,96.92,85
Mike Rivera, MLW, Catcher,72,210,30.48,MLW,Brewers,97.65,83
Mike Rivera, MLW, Catcher,72,210,30.48,PHI,Phillies,174.54,81
Mike Rivera, MLW, Catcher,72,210,30.48,ARZ,Diamondbacks,74.28,81
Mike Rivera, MLW, Catcher,72,210,30.48,PIT,Pirates,63.43,79
Mike Rivera, MLW, Catcher,72,210,30.48,SD,Padres,55.24,76
Mike Rivera, MLW, Catcher,72,210,30.48,SEA,Mariners,81.97,75
Mike Rivera, MLW, Catcher,72,210,30.48,NYM,Mets,93.35,74
Mike Rivera, MLW, Catcher,72,210,30.48,TOR,Blue Jays,75.48,73
Mike Rivera, MLW, Catcher,72,210,30.48,KC,Royals,60.91,72
Mike Rivera, MLW, Catcher,72,210,30.48,FLA,Marlins,118.07,69
Mike Rivera, MLW, Catcher,72,210,30.48,BOS,Red Sox,173.18,69
Mike Rivera, MLW, Catcher,72,210,30.48,CLE,Indians,78.43,68
Mike Rivera, MLW, Catcher,72,210,30.48,MIN,Twins,94.08,66
Mike Rivera, MLW, Catcher,72,210,30.48,COL,Rockies,78.06,64
Mike Rivera, MLW, Catcher,72,210,30.48,CHC,Cubs,88.19,61
Mike Rivera, MLW, Catcher,72,210,30.48,HOU,Astros,60.65,55
Mike Piazza, OAK, Catcher,75,215,38.49,WAS,Nationals,81.34,98
Mike Piazza, OAK, Catcher,75,215,38.49,CIN,Reds,82.2,97
Mike Piazza, OAK, Catcher,75,215,38.49,NYY,Yankees,197.96,95
Mike Piazza, OAK, Catcher,75,215,38.49,SF,Giants,117.62,94
Mike Piazza, OAK, Catcher,75,215,38.49,ATL,Braves,83.31,94
Mike Piazza, OAK, Catcher,75,215,38.49,OAK,Athletics,55.37,94
Mike Piazza, OAK, Catcher,75,215,38.49,TEX,Rangers,120.51,93
Mike Piazza, OAK, Catcher,75,215,38.49,BAL,Orioles,81.43,93
Mike Piazza, OAK, Catcher,75,215,38.49,TB,Rays,64.17,90
Mike Piazza, OAK, Catcher,75,215,38.49,ANA,Angels,154.49,89
Mike Piazza, OAK, Catcher,75,215,38.49,DET,Tigers,132.3,88
Mike Piazza, OAK, Catcher,75,215,38.49,STL,Cardinals,110.3,88
Mike Piazza, OAK, Catcher,75,215,38.49,LA,Dodgers,95.14,86
Mike Piazza, OAK, Catcher,75,215,38.49,CWS,White Sox,96.92,85
Mike Piazza, OAK, Catcher,75,215,38.49,MLW,Brewers,97.65,83
Mike Piazza, OAK, Catcher,75,215,38.49,PHI,Phillies,174.54,81
Mike Piazza, OAK, Catcher,75,215,38.49,ARZ,Diamondbacks,74.28,81
Mike Piazza, OAK, Catcher,75,215,38.49,PIT,Pirates,63.43,79
Mike Piazza, OAK, Catcher,75,215,38.49,SD,Padres,55.24,76
Mike Piazza, OAK, Catcher,75,215,38.49,SEA,Mariners,81.97,75
Mike Piazza, OAK, Catcher,75,215,38.49,NYM,Mets,93.35,74
Mike Piazza, OAK, Catcher,75,215,38.49,TOR,Blue Jays,75.48,73
Mike Piazza, OAK, Catcher,75,215,38.49,KC,Royals,60.91,72
Mike Piazza, OAK, Catcher,75,215,38.49,FLA,Marlins,118.07,69
Mike Piazza, OAK, Catcher,75,215,38.49,BOS,Red Sox,173.18,69
Mike Piazza, OAK, Catcher,75,215,38.49,CLE,Indians,78.43,68
Mike Piazza, OAK, Catcher,75,215,38.49,MIN,Twins,94.08,66
Mike Piazza, OAK, Catcher,75,215,38.49,COL,Rockies,78.06,64
Mike Piazza, OAK, Catcher,75,215,38.49,CHC,Cubs,88.19,61
Mike Piazza, OAK, Catcher,75,215,38.49,HOU,Astros,60.65,55
Chris Coste, PHI, Catcher,73,200,34.07,WAS,Nationals,81.34,98
Chris Coste, PHI, Catcher,73,200,34.07,CIN,Reds,82.2,97
Chris Coste, PHI, Catcher,73,200,34.07,NYY,Yankees,197.96,95
Chris Coste, PHI, Catcher,73,200,34.07,SF,Giants,117.62,94
Chris Coste, PHI, Catcher,73,200,34.07,ATL,Braves,83.31,94
Chris Coste, PHI, Catcher,73,200,34.07,OAK,Athletics,55.37,94
Chris Coste, PHI, Catcher,73,200,34.07,TEX,Rangers,120.51,93
Chris Coste, PHI, Catcher,73,200,34.07,BAL,Orioles,81.43,93
Chris Coste, PHI, Catcher,73,200,34.07,TB,Rays,64.17,90
Chris Coste, PHI, Catcher,73,200,34.07,ANA,Angels,154.49,89
Chris Coste, PHI, Catcher,73,200,34.07,DET,Tigers,132.3,88
Chris Coste, PHI, Catcher,73,200,34.07,STL,Cardinals,110.3,88
Chris Coste, PHI, Catcher,73,200,34.07,LA,Dodgers,95.14,86
Chris Coste, PHI, Catcher,73,200,34.07,CWS,White Sox,96.92,85
Chris Coste, PHI, Catcher,73,200,34.07,MLW,Brewers,97.65,83
Chris Coste, PHI, Catcher,73,200,34.07,PHI,Phillies,174.54,81
Chris Coste, PHI, Catcher,73,200,34.07,ARZ,Diamondbacks,74.28,81
Chris Coste, PHI, Catcher,73,200,34.07,PIT,Pirates,63.43,79
Chris Coste, PHI, Catcher,73,200,34.07,SD,Padres,55.24,76
Chris Coste, PHI, Catcher,73,200,34.07,SEA,Mariners,81.97,75
Chris Coste, PHI, Catcher,73,200,34.07,NYM,Mets,93.35,74
Chris Coste, PHI, Catcher,73,200,34.07,TOR,Blue Jays,75.48,73
Chris Coste, PHI, Catcher,73,200,34.07,KC,Royals,60.91,72
Chris Coste, PHI, Catcher,73,200,34.07,FLA,Marlins,118.07,69
Chris Coste, PHI, Catcher,73,200,34.07,BOS,Red Sox,173.18,69
Chris Coste, PHI, Catcher,73,200,34.07,CLE,Indians,78.43,68
Chris Coste, PHI, Catcher,73,200,34.07,MIN,Twins,94.08,66
Chris Coste, PHI, Catcher,73,200,34.07,COL,Rockies,78.06,64
Chris Coste, PHI, Catcher,73,200,34.07,CHC,Cubs,88.19,61
Chris Coste, PHI, Catcher,73,200,34.07,HOU,Astros,60.65,55
Kenji Johjima, SEA, Catcher,72,200,30.73,WAS,Nationals,81.34,98
Kenji Johjima, SEA, Catcher,72,200,30.73,CIN,Reds,82.2,97
Kenji Johjima, SEA, Catcher,72,200,30.73,NYY,Yankees,197.96,95
Kenji Johjima, SEA, Catcher,72,200,30.73,SF,Giants,117.62,94
Kenji Johjima, SEA, Catcher,72,200,30.73,ATL,Braves,83.31,94
Kenji Johjima, SEA, Catcher,72,200,30.73,OAK,Athletics,55.37,94
Kenji Johjima, SEA, Catcher,72,200,30.73,TEX,Rangers,120.51,93
Kenji Johjima, SEA, Catcher,72,200,30.73,BAL,Orioles,81.43,93
Kenji Johjima, SEA, Catcher,72,200,30.73,TB,Rays,64.17,90
Kenji Johjima, SEA, Catcher,72,200,30.73,ANA,Angels,154.49,89
Kenji Johjima, SEA, Catcher,72,200,30.73,DET,Tigers,132.3,88
Kenji Johjima, SEA, Catcher,72,200,30.73,STL,Cardinals,110.3,88
Kenji Johjima, SEA, Catcher,72,200,30.73,LA,Dodgers,95.14,86
Kenji Johjima, SEA, Catcher,72,200,30.73,CWS,White Sox,96.92,85
Kenji Johjima, SEA, Catcher,72,200,30.73,MLW,Brewers,97.65,83
Kenji Johjima, SEA, Catcher,72,200,30.73,PHI,Phillies,174.54,81
Kenji Johjima, SEA, Catcher,72,200,30.73,ARZ,Diamondbacks,74.28,81
Kenji Johjima, SEA, Catcher,72,200,30.73,PIT,Pirates,63.43,79
Kenji Johjima, SEA, Catcher,72,200,30.73,SD,Padres,55.24,76
Kenji Johjima, SEA, Catcher,72,200,30.73,SEA,Mariners,81.97,75
Kenji Johjima, SEA, Catcher,72,200,30.73,NYM,Mets,93.35,74
Kenji Johjima, SEA, Catcher,72,200,30.73,TOR,Blue Jays,75.48,73
Kenji Johjima, SEA, Catcher,72,200,30.73,KC,Royals,60.91,72
Kenji Johjima, SEA, Catcher,72,200,30.73,FLA,Marlins,118.07,69
Kenji Johjima, SEA, Catcher,72,200,30.73,BOS,Red Sox,173.18,69
Kenji Johjima, SEA, Catcher,72,200,30.73,CLE,Indians,78.43,68
Kenji Johjima, SEA, Catcher,72,200,30.73,MIN,Twins,94.08,66
Kenji Johjima, SEA, Catcher,72,200,30.73,COL,Rockies,78.06,64
Kenji Johjima, SEA, Catcher,72,200,30.73,CHC,Cubs,88.19,61
Kenji Johjima, SEA, Catcher,72,200,30.73,HOU,Astros,60.65,55
Dioner Navarro, TB, Catcher,70,190,23.06,WAS,Nationals,81.34,98
Dioner Navarro, TB, Catcher,70,190,23.06,CIN,Reds,82.2,97
Dioner Navarro, TB, Catcher,70,190,23.06,NYY,Yankees,197.96,95
Dioner Navarro, TB, Catcher,70,190,23.06,SF,Giants,117.62,94
Dioner Navarro, TB, Catcher,70,190,23.06,ATL,Braves,83.31,94
Dioner Navarro, TB, Catcher,70,190,23.06,OAK,Athletics,55.37,94
Dioner Navarro, TB, Catcher,70,190,23.06,TEX,Rangers,120.51,93
Dioner Navarro, TB, Catcher,70,190,23.06,BAL,Orioles,81.43,93
Dioner Navarro, TB, Catcher,70,190,23.06,TB,Rays,64.17,90
Dioner Navarro, TB, Catcher,70,190,23.06,ANA,Angels,154.49,89
Dioner Navarro, TB, Catcher,70,190,23.06,DET,Tigers,132.3,88
Dioner Navarro, TB, Catcher,70,190,23.06,STL,Cardinals,110.3,88
Dioner Navarro, TB, Catcher,70,190,23.06,LA,Dodgers,95.14,86
Dioner Navarro, TB, Catcher,70,190,23.06,CWS,White Sox,96.92,85
Dioner Navarro, TB, Catcher,70,190,23.06,MLW,Brewers,97.65,83
Dioner Navarro, TB, Catcher,70,190,23.06,PHI,Phillies,174.54,81
Dioner Navarro, TB, Catcher,70,190,23.06,ARZ,Diamondbacks,74.28,81
Dioner Navarro, TB, Catcher,70,190,23.06,PIT,Pirates,63.43,79
Dioner Navarro, TB, Catcher,70,190,23.06,SD,Padres,55.24,76
Dioner Navarro, TB, Catcher,70,190,23.06,SEA,Mariners,81.97,75
Dioner Navarro, TB, Catcher,70,190,23.06,NYM,Mets,93.35,74
Dioner Navarro, TB, Catcher,70,190,23.06,TOR,Blue Jays,75.48,73
Dioner Navarro, TB, Catcher,70,190,23.06,KC,Royals,60.91,72
Dioner Navarro, TB, Catcher,70,190,23.06,FLA,Marlins,118.07,69
